item,intervention,baseline,ablated,delta
ops_8+7,path_block_revision_L9-11,2.4444122314453125,2.4261693954467773,-0.018242835998535156
ops_8+7,path_block_randpos_L9-11,2.4444122314453125,2.393612861633301,-0.05079936981201172
ops_8+7,path_block_Wwin_L9H9,2.4444122314453125,1.9165306091308594,-0.5278816223144531
ops_8+7,path_block_Wwin_L11H0,2.4444122314453125,2.4142351150512695,-0.03017711639404297
ops_8+7,path_block_Wwin_L10H7,2.4444122314453125,2.727811813354492,0.2833995819091797
ops_8+7,path_block_Wwin_L0,2.4444122314453125,2.1474609375,-0.2969512939453125
ops_8+7,path_block_Wwin_L1,2.4444122314453125,2.422595977783203,-0.021816253662109375
ops_8+7,path_block_Wwin_L2,2.4444122314453125,2.4518556594848633,0.007443428039550781
ops_8+7,path_block_Wwin_L3,2.4444122314453125,2.2836456298828125,-0.1607666015625
ops_8+7,path_block_Wwin_L4,2.4444122314453125,2.331273078918457,-0.11313915252685547
ops_8+7,path_block_Wwin_L5,2.4444122314453125,1.4436836242675781,-1.0007286071777344
ops_8+7,path_block_Wwin_L6,2.4444122314453125,1.6647891998291016,-0.7796230316162109
ops_8+7,path_block_Wwin_L7,2.4444122314453125,2.440156936645508,-0.0042552947998046875
ops_8+7,path_block_Wwin_L8,2.4444122314453125,2.8693246841430664,0.4249124526977539
ops_8+7,path_block_Wwin_L9,2.4444122314453125,2.130934715270996,-0.3134775161743164
ops_8+7,path_block_Wwin_L10,2.4444122314453125,2.5636520385742188,0.11923980712890625
ops_8+7,path_block_Wwin_L11,2.4444122314453125,2.4116287231445312,-0.03278350830078125
ops_11+12,path_block_Wwin_L5-11,1.8689661026000977,-0.07037734985351562,-1.9393434524536133
ops_11+12,path_block_Wwin_L9-11,1.8689661026000977,0.8625297546386719,-1.0064363479614258
ops_11+12,path_block_W_only_L9-11,1.8689661026000977,0.8439655303955078,-1.0250005722045898
ops_11+12,path_block_ops2_L5-11,1.8689661026000977,0.9981594085693359,-0.8708066940307617
ops_11+12,path_block_ops2_L9-11,1.8689661026000977,1.8303003311157227,-0.038665771484375
ops_11+12,path_block_revision_L9-11,1.8689661026000977,1.875082015991211,0.006115913391113281
ops_11+12,path_block_randpos_L9-11,1.8689661026000977,1.8483028411865234,-0.02066326141357422
ops_11+12,path_block_Wwin_L9H9,1.8689661026000977,1.1123523712158203,-0.7566137313842773
ops_11+12,path_block_Wwin_L11H0,1.8689661026000977,1.8669519424438477,-0.00201416015625
ops_11+12,path_block_Wwin_L10H7,1.8689661026000977,2.1342697143554688,0.2653036117553711
ops_11+12,path_block_Wwin_L0,1.8689661026000977,1.3711509704589844,-0.4978151321411133
ops_11+12,path_block_Wwin_L1,1.8689661026000977,1.867605209350586,-0.0013608932495117188
ops_11+12,path_block_Wwin_L2,1.8689661026000977,1.8794307708740234,0.010464668273925781
ops_11+12,path_block_Wwin_L3,1.8689661026000977,1.6965160369873047,-0.17245006561279297
ops_11+12,path_block_Wwin_L4,1.8689661026000977,1.7340316772460938,-0.1349344253540039
ops_11+12,path_block_Wwin_L5,1.8689661026000977,1.2022686004638672,-0.6666975021362305
ops_11+12,path_block_Wwin_L6,1.8689661026000977,1.2084369659423828,-0.6605291366577148
ops_11+12,path_block_Wwin_L7,1.8689661026000977,2.0823965072631836,0.21343040466308594
ops_11+12,path_block_Wwin_L8,1.8689661026000977,2.148672103881836,0.2797060012817383
ops_11+12,path_block_Wwin_L9,1.8689661026000977,1.3684539794921875,-0.5005121231079102
ops_11+12,path_block_Wwin_L10,1.8689661026000977,1.9440851211547852,0.0751190185546875
ops_11+12,path_block_Wwin_L11,1.8689661026000977,1.8475513458251953,-0.021414756774902344
ops_9+6,path_block_Wwin_L5-11,2.7684707641601562,0.0905141830444336,-2.6779565811157227
ops_9+6,path_block_Wwin_L9-11,2.7684707641601562,2.2894487380981445,-0.4790220260620117
ops_9+6,path_block_W_only_L9-11,2.7684707641601562,2.3168516159057617,-0.45161914825439453
ops_9+6,path_block_ops2_L5-11,2.7684707641601562,1.8288307189941406,-0.9396400451660156
ops_9+6,path_block_ops2_L9-11,2.7684707641601562,2.682000160217285,-0.0864706039428711
ops_9+6,path_block_revision_L9-11,2.7684707641601562,2.747025489807129,-0.021445274353027344
ops_9+6,path_block_randpos_L9-11,2.7684707641601562,2.686298370361328,-0.08217239379882812
ops_9+6,path_block_Wwin_L9H9,2.7684707641601562,2.3274307250976562,-0.4410400390625
ops_9+6,path_block_Wwin_L11H0,2.7684707641601562,2.7375707626342773,-0.030900001525878906
ops_9+6,path_block_Wwin_L10H7,2.7684707641601562,2.9825925827026367,0.21412181854248047
ops_9+6,path_block_Wwin_L0,2.7684707641601562,2.5276756286621094,-0.24079513549804688
ops_9+6,path_block_Wwin_L1,2.7684707641601562,2.758443832397461,-0.010026931762695312
ops_9+6,path_block_Wwin_L2,2.7684707641601562,2.7721738815307617,0.0037031173706054688
ops_9+6,path_block_Wwin_L3,2.7684707641601562,2.6030349731445312,-0.165435791015625
ops_9+6,path_block_Wwin_L4,2.7684707641601562,2.635496139526367,-0.13297462463378906
ops_9+6,path_block_Wwin_L5,2.7684707641601562,1.5728874206542969,-1.1955833435058594
ops_9+6,path_block_Wwin_L6,2.7684707641601562,1.9065589904785156,-0.8619117736816406
ops_9+6,path_block_Wwin_L7,2.7684707641601562,2.959676742553711,0.1912059783935547
ops_9+6,path_block_Wwin_L8,2.7684707641601562,3.1669397354125977,0.3984689712524414
ops_9+6,path_block_Wwin_L9,2.7684707641601562,2.4926509857177734,-0.2758197784423828
ops_9+6,path_block_Wwin_L10,2.7684707641601562,2.8669309616088867,0.09846019744873047
ops_9+6,path_block_Wwin_L11,2.7684707641601562,2.7488765716552734,-0.019594192504882812
ops_13+14,path_block_Wwin_L5-11,1.2628145217895508,-0.3431262969970703,-1.605940818786621
ops_13+14,path_block_Wwin_L9-11,1.2628145217895508,0.733241081237793,-0.5295734405517578
ops_13+14,path_block_W_only_L9-11,1.2628145217895508,0.7056856155395508,-0.55712890625
ops_13+14,path_block_ops2_L5-11,1.2628145217895508,0.8244876861572266,-0.4383268356323242
ops_13+14,path_block_ops2_L9-11,1.2628145217895508,1.2651443481445312,0.0023298263549804688
ops_13+14,path_block_revision_L9-11,1.2628145217895508,1.2627525329589844,-6.198883056640625e-05
ops_13+14,path_block_randpos_L9-11,1.2628145217895508,1.2740516662597656,0.011237144470214844
ops_13+14,path_block_Wwin_L9H9,1.2628145217895508,0.6796894073486328,-0.583125114440918
ops_13+14,path_block_Wwin_L11H0,1.2628145217895508,1.2391462326049805,-0.023668289184570312
ops_13+14,path_block_Wwin_L10H7,1.2628145217895508,1.5651931762695312,0.30237865447998047
ops_13+14,path_block_Wwin_L0,1.2628145217895508,0.8448247909545898,-0.41798973083496094
ops_13+14,path_block_Wwin_L1,1.2628145217895508,1.2254180908203125,-0.03739643096923828
ops_13+14,path_block_Wwin_L2,1.2628145217895508,1.2628936767578125,7.915496826171875e-05
ops_13+14,path_block_Wwin_L3,1.2628145217895508,1.0481510162353516,-0.21466350555419922
ops_13+14,path_block_Wwin_L4,1.2628145217895508,1.1422929763793945,-0.12052154541015625
ops_13+14,path_block_Wwin_L5,1.2628145217895508,0.7445240020751953,-0.5182905197143555
ops_13+14,path_block_Wwin_L6,1.2628145217895508,0.7687931060791016,-0.4940214157104492
ops_13+14,path_block_Wwin_L7,1.2628145217895508,1.3427419662475586,0.07992744445800781
ops_13+14,path_block_Wwin_L8,1.2628145217895508,1.4778003692626953,0.21498584747314453
ops_13+14,path_block_Wwin_L9,1.2628145217895508,0.9327621459960938,-0.33005237579345703
ops_13+14,path_block_Wwin_L10,1.2628145217895508,1.400278091430664,0.13746356964111328
ops_13+14,path_block_Wwin_L11,1.2628145217895508,1.31109619140625,0.04828166961669922
ops_4+5,path_block_Wwin_L5-11,2.1138954162597656,0.6179599761962891,-1.4959354400634766
ops_4+5,path_block_Wwin_L9-11,2.1138954162597656,1.9269189834594727,-0.18697643280029297
ops_4+5,path_block_W_only_L9-11,2.1138954162597656,1.8429193496704102,-0.27097606658935547
ops_4+5,path_block_ops2_L5-11,2.1138954162597656,1.5227336883544922,-0.5911617279052734
ops_4+5,path_block_ops2_L9-11,2.1138954162597656,2.006770133972168,-0.10712528228759766
ops_4+5,path_block_revision_L9-11,2.1138954162597656,2.108997344970703,-0.0048980712890625
ops_4+5,path_block_randpos_L9-11,2.1138954162597656,2.050840377807617,-0.06305503845214844
ops_4+5,path_block_Wwin_L9H9,2.1138954162597656,1.534872055053711,-0.5790233612060547
ops_4+5,path_block_Wwin_L11H0,2.1138954162597656,2.0880870819091797,-0.025808334350585938
ops_4+5,path_block_Wwin_L10H7,2.1138954162597656,2.814159393310547,0.7002639770507812
ops_4+5,path_block_Wwin_L0,2.1138954162597656,1.651315689086914,-0.46257972717285156
ops_4+5,path_block_Wwin_L1,2.1138954162597656,2.129021644592285,0.015126228332519531
ops_4+5,path_block_Wwin_L2,2.1138954162597656,2.125886917114258,0.011991500854492188
ops_4+5,path_block_Wwin_L3,2.1138954162597656,1.850306510925293,-0.26358890533447266
ops_4+5,path_block_Wwin_L4,2.1138954162597656,1.9793767929077148,-0.13451862335205078
ops_4+5,path_block_Wwin_L5,2.1138954162597656,1.4630622863769531,-0.6508331298828125
ops_4+5,path_block_Wwin_L6,2.1138954162597656,1.52362060546875,-0.5902748107910156
ops_4+5,path_block_Wwin_L7,2.1138954162597656,2.558835029602051,0.44493961334228516
ops_4+5,path_block_Wwin_L8,2.1138954162597656,2.774110794067383,0.6602153778076172
ops_4+5,path_block_Wwin_L9,2.1138954162597656,1.8810110092163086,-0.23288440704345703
ops_4+5,path_block_Wwin_L10,2.1138954162597656,2.7069454193115234,0.5930500030517578
ops_4+5,path_block_Wwin_L11,2.1138954162597656,2.1058759689331055,-0.008019447326660156
ops_16+10,path_block_Wwin_L5-11,4.489053726196289,0.8817634582519531,-3.607290267944336
ops_16+10,path_block_Wwin_L9-11,4.489053726196289,3.3662109375,-1.122842788696289
ops_16+10,path_block_W_only_L9-11,4.489053726196289,3.3581809997558594,-1.1308727264404297
ops_16+10,path_block_ops2_L5-11,4.489053726196289,3.8984107971191406,-0.5906429290771484
ops_16+10,path_block_ops2_L9-11,4.489053726196289,4.424747467041016,-0.06430625915527344
ops_16+10,path_block_revision_L9-11,4.489053726196289,4.444541931152344,-0.04451179504394531
ops_16+10,path_block_randpos_L9-11,4.489053726196289,4.472731590270996,-0.01632213592529297
ops_16+10,path_block_Wwin_L9H9,4.489053726196289,4.213539123535156,-0.2755146026611328
ops_16+10,path_block_Wwin_L11H0,4.489053726196289,4.479852676391602,-0.0092010498046875
ops_16+10,path_block_Wwin_L10H7,4.489053726196289,5.003625869750977,0.5145721435546875
ops_16+10,path_block_Wwin_L0,4.489053726196289,4.088553428649902,-0.4005002975463867
ops_16+10,path_block_Wwin_L1,4.489053726196289,4.5425214767456055,0.053467750549316406
ops_16+10,path_block_Wwin_L2,4.489053726196289,4.515159606933594,0.026105880737304688
ops_16+10,path_block_Wwin_L3,4.489053726196289,4.371166229248047,-0.11788749694824219
ops_16+10,path_block_Wwin_L4,4.489053726196289,4.402909278869629,-0.08614444732666016
ops_16+10,path_block_Wwin_L5,4.489053726196289,3.635650634765625,-0.8534030914306641
ops_16+10,path_block_Wwin_L6,4.489053726196289,3.694517135620117,-0.7945365905761719
ops_16+10,path_block_Wwin_L7,4.489053726196289,4.579424858093262,0.09037113189697266
ops_16+10,path_block_Wwin_L8,4.489053726196289,4.709114074707031,0.2200603485107422
ops_16+10,path_block_Wwin_L9,4.489053726196289,4.416233062744141,-0.07282066345214844
ops_16+10,path_block_Wwin_L10,4.489053726196289,4.431405067443848,-0.057648658752441406
ops_16+10,path_block_Wwin_L11,4.489053726196289,4.606658935546875,0.11760520935058594
ops_3+8,path_block_Wwin_L5-11,2.5204219818115234,1.1637144088745117,-1.3567075729370117
ops_3+8,path_block_Wwin_L9-11,2.5204219818115234,2.3706207275390625,-0.14980125427246094
ops_3+8,path_block_W_only_L9-11,2.5204219818115234,2.181974411010742,-0.33844757080078125
ops_3+8,path_block_ops2_L5-11,2.5204219818115234,1.3616504669189453,-1.1587715148925781
ops_3+8,path_block_ops2_L9-11,2.5204219818115234,2.417241096496582,-0.1031808853149414
ops_3+8,path_block_revision_L9-11,2.5204219818115234,2.3710975646972656,-0.1493244171142578
ops_3+8,path_block_randpos_L9-11,2.5204219818115234,2.3935604095458984,-0.126861572265625
ops_3+8,path_block_Wwin_L9H9,2.5204219818115234,1.86016845703125,-0.6602535247802734
ops_3+8,path_block_Wwin_L11H0,2.5204219818115234,2.53139591217041,0.010973930358886719
ops_3+8,path_block_Wwin_L10H7,2.5204219818115234,3.1687049865722656,0.6482830047607422
ops_3+8,path_block_Wwin_L0,2.5204219818115234,2.0708045959472656,-0.4496173858642578
ops_3+8,path_block_Wwin_L1,2.5204219818115234,2.5256900787353516,0.005268096923828125
ops_3+8,path_block_Wwin_L2,2.5204219818115234,2.5528573989868164,0.03243541717529297
ops_3+8,path_block_Wwin_L3,2.5204219818115234,2.2107744216918945,-0.3096475601196289
ops_3+8,path_block_Wwin_L4,2.5204219818115234,2.3871822357177734,-0.13323974609375
ops_3+8,path_block_Wwin_L5,2.5204219818115234,1.839853286743164,-0.6805686950683594
ops_3+8,path_block_Wwin_L6,2.5204219818115234,1.9374141693115234,-0.5830078125
ops_3+8,path_block_Wwin_L7,2.5204219818115234,2.753885269165039,0.23346328735351562
ops_3+8,path_block_Wwin_L8,2.5204219818115234,3.046598434448242,0.5261764526367188
ops_3+8,path_block_Wwin_L9,2.5204219818115234,2.2199230194091797,-0.30049896240234375
ops_3+8,path_block_Wwin_L10,2.5204219818115234,3.031996726989746,0.5115747451782227
ops_3+8,path_block_Wwin_L11,2.5204219818115234,2.5567827224731445,0.036360740661621094
