item,intervention,baseline,patched,delta,frac_of_baseline
ops_9+6,necessity_resid_Wwin_L8_Cswap,2.7684707641601562,0.5255622863769531,-2.242908477783203,-0.8101615183440856
ops_9+6,necessity_resid_Wwin_L9_Cswap,2.7684707641601562,2.3433046340942383,-0.42516613006591797,-0.1535743615464534
ops_9+6,necessity_resid_Wwin_L10_Cswap,2.7684707641601562,2.762136459350586,-0.0063343048095703125,-0.0022880157853109526
ops_9+6,necessity_resid_Wwin_L11_Cswap,2.7684707641601562,2.7684707641601562,0.0,0.0
ops_13+14,necessity_resid_Wwin_L5-11_Cswap,1.2628145217895508,-1.6407451629638672,-2.903559684753418,-2.2992764453157744
ops_13+14,necessity_resid_Wwin_L9-11_Cswap,1.2628145217895508,1.3881378173828125,0.12532329559326172,0.09924125311424552
ops_13+14,necessity_resid_W_only_L5-11_Cswap,1.2628145217895508,-1.6016302108764648,-2.8644447326660156,-2.2683020215880747
ops_13+14,sufficiency_resid_Wwin_L5-11_Wpatch,-2.1687183380126953,0.9883508682250977,3.157069206237793,-1.4557303965672062
ops_13+14,ablate_writes_W_L5-11,1.2628145217895508,0.9784164428710938,-0.28439807891845703,-0.22520969945406777
ops_13+14,ablate_writes_Wwin_L5-11,1.2628145217895508,0.9502687454223633,-0.3125457763671875,-0.24749935241818002
ops_13+14,ablate_writes_Wwin_L9-11,1.2628145217895508,1.2218456268310547,-0.040968894958496094,-0.03244252758547514
ops_13+14,ablate_writes_revision_L5-11,1.2628145217895508,1.3144187927246094,0.051604270935058594,0.0408644896337821
ops_13+14,ablate_writes_ops2_L5-11,1.2628145217895508,0.7138023376464844,-0.5490121841430664,-0.434752827648081
ops_13+14,ablate_writes_randpos_L5-11,1.2628145217895508,0.7352275848388672,-0.5275869369506836,-0.41778656156331917
ops_13+14,necessity_resid_Wwin_L0_Cswap,1.2628145217895508,-2.176234245300293,-3.4390487670898438,-2.723320573013623
ops_13+14,necessity_resid_Wwin_L1_Cswap,1.2628145217895508,-2.147383689880371,-3.410198211669922,-2.7004743395231836
ops_13+14,necessity_resid_Wwin_L2_Cswap,1.2628145217895508,-2.142045021057129,-3.4048595428466797,-2.6962467441549607
ops_13+14,necessity_resid_Wwin_L3_Cswap,1.2628145217895508,-2.141831398010254,-3.4046459197998047,-2.696077579924435
ops_13+14,necessity_resid_Wwin_L4_Cswap,1.2628145217895508,-2.1428871154785156,-3.4057016372680664,-2.6969135835101126
ops_13+14,necessity_resid_Wwin_L5_Cswap,1.2628145217895508,-1.6407451629638672,-2.903559684753418,-2.2992764453157744
ops_13+14,necessity_resid_Wwin_L6_Cswap,1.2628145217895508,-1.2451229095458984,-2.507937431335449,-1.9859903319621466
ops_13+14,necessity_resid_Wwin_L7_Cswap,1.2628145217895508,-0.1940174102783203,-1.456831932067871,-1.1536388811900704
ops_13+14,necessity_resid_Wwin_L8_Cswap,1.2628145217895508,-0.055660247802734375,-1.3184747695922852,-1.044076344421394
ops_13+14,necessity_resid_Wwin_L9_Cswap,1.2628145217895508,1.3881378173828125,0.12532329559326172,0.09924125311424552
ops_13+14,necessity_resid_Wwin_L10_Cswap,1.2628145217895508,1.2260923385620117,-0.03672218322753906,-0.029079633306322437
ops_13+14,necessity_resid_Wwin_L11_Cswap,1.2628145217895508,1.2628145217895508,0.0,0.0
ops_4+5,necessity_resid_Wwin_L5-11_Cswap,2.1138954162597656,-1.4994640350341797,-3.6133594512939453,-1.7093369064053632
ops_4+5,necessity_resid_Wwin_L9-11_Cswap,2.1138954162597656,2.6107311248779297,0.49683570861816406,0.2350332494202781
ops_4+5,necessity_resid_W_only_L5-11_Cswap,2.1138954162597656,-1.3950653076171875,-3.508960723876953,-1.6599500130832183
ops_4+5,sufficiency_resid_Wwin_L5-11_Wpatch,-1.8963546752929688,1.4383955001831055,3.334750175476074,-1.7585055258510052
ops_4+5,ablate_writes_W_L5-11,2.1138954162597656,2.1292638778686523,0.015368461608886719,0.007270209060805385
ops_4+5,ablate_writes_Wwin_L5-11,2.1138954162597656,2.065274238586426,-0.048621177673339844,-0.02300074890146081
ops_4+5,ablate_writes_Wwin_L9-11,2.1138954162597656,1.9264888763427734,-0.1874065399169922,-0.08865459401420206
ops_4+5,ablate_writes_revision_L5-11,2.1138954162597656,2.07534122467041,-0.03855419158935547,-0.018238457443448916
ops_4+5,ablate_writes_ops2_L5-11,2.1138954162597656,1.1702556610107422,-0.9436397552490234,-0.4463985058062421
ops_4+5,ablate_writes_randpos_L5-11,2.1138954162597656,1.1746463775634766,-0.9392490386962891,-0.4443214321161429
ops_4+5,necessity_resid_Wwin_L0_Cswap,2.1138954162597656,-1.9234895706176758,-4.037384986877441,-1.9099265535193857
ops_4+5,necessity_resid_Wwin_L1_Cswap,2.1138954162597656,-1.9463214874267578,-4.060216903686523,-1.920727426936993
ops_4+5,necessity_resid_Wwin_L2_Cswap,2.1138954162597656,-1.9354228973388672,-4.049318313598633,-1.9155717366393272
ops_4+5,necessity_resid_Wwin_L3_Cswap,2.1138954162597656,-1.9107856750488281,-4.024681091308594,-1.9039168448691226
ops_4+5,necessity_resid_Wwin_L4_Cswap,2.1138954162597656,-1.9009056091308594,-4.014801025390625,-1.8992429779209412
ops_4+5,necessity_resid_Wwin_L5_Cswap,2.1138954162597656,-1.4994640350341797,-3.6133594512939453,-1.7093369064053632
ops_4+5,necessity_resid_Wwin_L6_Cswap,2.1138954162597656,-0.9881973266601562,-3.102092742919922,-1.467476923909807
ops_4+5,necessity_resid_Wwin_L7_Cswap,2.1138954162597656,0.1856403350830078,-1.9282550811767578,-0.9121809273746041
ops_4+5,necessity_resid_Wwin_L8_Cswap,2.1138954162597656,0.6276664733886719,-1.4862289428710938,-0.7030759097348167
ops_4+5,necessity_resid_Wwin_L9_Cswap,2.1138954162597656,2.6107311248779297,0.49683570861816406,0.2350332494202781
ops_4+5,necessity_resid_Wwin_L10_Cswap,2.1138954162597656,2.0694122314453125,-0.044483184814453125,-0.021043228757816095
ops_4+5,necessity_resid_Wwin_L11_Cswap,2.1138954162597656,2.1138954162597656,0.0,0.0
ops_16+10,necessity_resid_Wwin_L5-11_Cswap,4.489053726196289,-2.5218048095703125,-7.010858535766602,-1.56176757138238
ops_16+10,necessity_resid_Wwin_L9-11_Cswap,4.489053726196289,4.15120792388916,-0.3378458023071289,-0.07525991509872079
ops_16+10,necessity_resid_W_only_L5-11_Cswap,4.489053726196289,-2.4432106018066406,-6.93226432800293,-1.5442596036552334
ops_16+10,sufficiency_resid_Wwin_L5-11_Wpatch,-2.9754209518432617,4.064733505249023,7.040154457092285,-2.366103677777404
ops_16+10,ablate_writes_W_L5-11,4.489053726196289,3.707061767578125,-0.7819919586181641,-0.1741997325749918
ops_16+10,ablate_writes_Wwin_L5-11,4.489053726196289,3.534897804260254,-0.9541559219360352,-0.212551682410921
ops_16+10,ablate_writes_Wwin_L9-11,4.489053726196289,4.204912185668945,-0.28414154052734375,-0.06329653371471351
ops_16+10,ablate_writes_revision_L5-11,4.489053726196289,4.413147926330566,-0.07590579986572266,-0.016909086969212984
ops_16+10,ablate_writes_ops2_L5-11,4.489053726196289,3.7516279220581055,-0.7374258041381836,-0.1642719934125241
ops_16+10,ablate_writes_randpos_L5-11,4.489053726196289,3.831446647644043,-0.6576070785522461,-0.14649124707835842
ops_16+10,necessity_resid_Wwin_L0_Cswap,4.489053726196289,-2.9549684524536133,-7.444022178649902,-1.6582608791713989
ops_16+10,necessity_resid_Wwin_L1_Cswap,4.489053726196289,-2.967362403869629,-7.456416130065918,-1.661021806567676
ops_16+10,necessity_resid_Wwin_L2_Cswap,4.489053726196289,-2.9685888290405273,-7.457642555236816,-1.6612950100634911
ops_16+10,necessity_resid_Wwin_L3_Cswap,4.489053726196289,-2.9398193359375,-7.428873062133789,-1.6548861999093287
ops_16+10,necessity_resid_Wwin_L4_Cswap,4.489053726196289,-2.94156551361084,-7.430619239807129,-1.6552751856020482
ops_16+10,necessity_resid_Wwin_L5_Cswap,4.489053726196289,-2.5218048095703125,-7.010858535766602,-1.56176757138238
ops_16+10,necessity_resid_Wwin_L6_Cswap,4.489053726196289,-1.614431381225586,-6.103485107421875,-1.3596373489148552
ops_16+10,necessity_resid_Wwin_L7_Cswap,4.489053726196289,0.8547077178955078,-3.6343460083007812,-0.8096018069670715
ops_16+10,necessity_resid_Wwin_L8_Cswap,4.489053726196289,1.1469573974609375,-3.3420963287353516,-0.7444990709806476
ops_16+10,necessity_resid_Wwin_L9_Cswap,4.489053726196289,4.15120792388916,-0.3378458023071289,-0.07525991509872079
ops_16+10,necessity_resid_Wwin_L10_Cswap,4.489053726196289,4.466617584228516,-0.022436141967773438,-0.004997966907111236
ops_16+10,necessity_resid_Wwin_L11_Cswap,4.489053726196289,4.489053726196289,0.0,0.0
ops_3+8,necessity_resid_Wwin_L5-11_Cswap,2.5204219818115234,-2.3783140182495117,-4.898736000061035,-1.943617392409872
ops_3+8,necessity_resid_Wwin_L9-11_Cswap,2.5204219818115234,2.742558479309082,0.2221364974975586,0.08813464534930798
ops_3+8,necessity_resid_W_only_L5-11_Cswap,2.5204219818115234,-2.2664871215820312,-4.786909103393555,-1.8992490693772717
ops_3+8,sufficiency_resid_Wwin_L5-11_Wpatch,-2.8722286224365234,2.121969223022461,4.994197845458984,-1.7387884120527932
ops_3+8,ablate_writes_W_L5-11,2.5204219818115234,2.7960004806518555,0.27557849884033203,0.10933823813195886
ops_3+8,ablate_writes_Wwin_L5-11,2.5204219818115234,2.9036026000976562,0.3831806182861328,0.15203034295500242
ops_3+8,ablate_writes_Wwin_L9-11,2.5204219818115234,2.341888427734375,-0.17853355407714844,-0.07083478693866554
ops_3+8,ablate_writes_revision_L5-11,2.5204219818115234,2.3321475982666016,-0.18827438354492188,-0.07469954829135472
ops_3+8,ablate_writes_ops2_L5-11,2.5204219818115234,1.6092700958251953,-0.9111518859863281,-0.36150767314425997
ops_3+8,ablate_writes_randpos_L5-11,2.5204219818115234,1.5486173629760742,-0.9718046188354492,-0.38557218824800765
ops_3+8,necessity_resid_Wwin_L0_Cswap,2.5204219818115234,-2.887136459350586,-5.407558441162109,-2.1454972541048427
ops_3+8,necessity_resid_Wwin_L1_Cswap,2.5204219818115234,-2.87465763092041,-5.395079612731934,-2.1405461671359824
ops_3+8,necessity_resid_Wwin_L2_Cswap,2.5204219818115234,-2.8757104873657227,-5.396132469177246,-2.1409638973624725
ops_3+8,necessity_resid_Wwin_L3_Cswap,2.5204219818115234,-2.8535709381103516,-5.373992919921875,-2.132179832862504
ops_3+8,necessity_resid_Wwin_L4_Cswap,2.5204219818115234,-2.8196115493774414,-5.340033531188965,-2.11870614116406
ops_3+8,necessity_resid_Wwin_L5_Cswap,2.5204219818115234,-2.3783140182495117,-4.898736000061035,-1.943617392409872
ops_3+8,necessity_resid_Wwin_L6_Cswap,2.5204219818115234,-1.8343048095703125,-4.354726791381836,-1.7277768654643806
ops_3+8,necessity_resid_Wwin_L7_Cswap,2.5204219818115234,-0.20380783081054688,-2.7242298126220703,-1.0808625826473957
ops_3+8,necessity_resid_Wwin_L8_Cswap,2.5204219818115234,0.17972183227539062,-2.340700149536133,-0.9286937530412198
ops_3+8,necessity_resid_Wwin_L9_Cswap,2.5204219818115234,2.742558479309082,0.2221364974975586,0.08813464534930798
ops_3+8,necessity_resid_Wwin_L10_Cswap,2.5204219818115234,2.496967315673828,-0.023454666137695312,-0.009305848904252751
ops_3+8,necessity_resid_Wwin_L11_Cswap,2.5204219818115234,2.5204219818115234,0.0,0.0
